Id,Predicted
4962,0.09671005743964378
4967,0.5755216877217825
4968,0.099951505200636
4986,0.11799927639220353
4988,0.2238169512263447
4989,0.29123827448738804
4990,0.08414540663348158
5005,0.09708233697797863
5015,0.09555180065975888
5027,0.08891132368307275
5034,0.09112056727959461
5036,0.10521803435795196
5039,0.2000112963113525
5041,0.10274757923976119
5042,0.12790435987825766
5043,0.13977192138793615
5046,0.13157950006914632
5051,0.10173245671429543
5061,0.17187366126397563
5063,0.6564483673792334
5072,0.17682157892103934
5086,0.12068676775424347
5103,0.11759551504703758
5110,0.12750229035491267
5117,0.16627737342761195
5124,0.12265314836342367
5134,0.11646525641506633
5140,0.1627834573792334
5147,0.13029376757430244
5154,0.09064320469976073
5158,0.10468596287201426
5169,0.10425764866885245
5172,0.12537871175226933
5174,0.14302815611744046
5206,0.18285551316970827
5207,0.10162383109895212
5210,0.11773484055081607
5214,0.15475487209843197
5221,0.09014781640482161
5226,0.3106049240512364
5229,0.14805791385201805
5236,0.12774560512794786
5241,0.1070150220000482
5245,0.10118248675505226
5253,0.21347174875993968
5260,0.10668633025106955
5265,0.1255783458246873
5270,0.09823895974832886
5281,0.16060978557084338
5287,0.10121095659904622
5293,0.13398918526987935
5304,0.11672882135555573
5313,0.10686459677848414
5318,0.11436887067801227
5320,0.1654209779071245
5332,0.08093225289832773
5334,0.10741338490685881
5338,0.7132270822712907
5343,0.08966595950885436
5346,0.170417450945333
5354,0.10137568648696904
5358,0.19054158416094613
5360,0.10745966811991103
5363,0.6843802538962274
5365,0.27237398275514824
5367,0.13654036148259718
5368,0.09785112731098444
5369,0.11383181216880844
5377,0.16665928445250588
5382,0.08735001533389652
5384,0.09162083037695135
5389,0.09509008190709278
5398,0.12136271416193345
5419,0.1803056457611545
5420,0.1693626815803524
5428,0.15035157062091886
5435,0.11213925924609469
5446,0.08486137219306567
5447,0.674495101251771
5451,0.10463541067400395
5463,0.11872672472588486
5469,0.10805062411689181
5486,0.16597265679047968
5491,0.21643188389929047
5501,0.16401070656880157
5520,0.14016591431417746
5525,0.11640942841991408
5526,0.08422702900591095
5527,0.11668027381274304
5531,0.10811171177756485
5532,0.2236336013848137
5556,0.2763656647994337
5561,0.15623213921326717
5569,0.2901759714120603
5582,0.10454456373743026
5584,0.081528416134239
5585,0.11488187748227496
5589,0.21098631819937486
5614,0.10644115923942776
5616,0.10852166529868734
5620,0.10521323111364156
5634,0.09985727161667823
5638,0.11894297161271006
5643,0.17160332003166268
5644,0.15074712432663506
5651,0.10328521200016971
5656,0.12769343007868217
5665,0.09390033638844375
5669,0.09541975058652374
5674,0.11770412479025327
5681,0.13567212984658816
5682,0.14141046698984638
5683,0.15133583660048033
5698,0.11704429921594561
5699,0.12830514964790896
5718,0.09207739497195988
5719,0.08960480829145623
5731,0.1771544931170672
5758,0.22486243688399876
5760,0.10265934625346507
5765,0.10761075273727294
5772,0.09547663226778136
5773,0.1480067129582916
5774,0.17414011199976298
5779,0.13357964390038402
5782,0.09335435512447399
5784,0.1289784140716016
5790,0.12282522532430551
5799,0.13131713080120833
5808,0.07904218847929556
5815,0.09185628124973233
5817,0.704196285136613
5823,0.09482600658087004
5830,0.10490430393961525
5841,0.11348129392488715
5850,0.13610229820288655
5856,0.6764845654608075
5862,0.09373908631020778
5865,0.10945592546537353
5868,0.09596400278183903
5878,0.1215109510983775
5889,0.08193395257698122
5893,0.16898815686320112
5895,0.08406871449694375
5906,0.10785748596129818
5909,0.11146578333162427
5930,0.0859033020737846
5931,0.10563577023441229
5932,0.1064669508516567
5933,0.1127076175740318
5940,0.09260222079116398
5942,0.0939568305806735
5953,0.10748131885941803
5956,0.16319721216047456
5963,0.1767186017675072
5973,0.11634305605428585
5976,0.1580200759567717
5977,0.08621452496783033
5991,0.7197953837060573
5992,0.12404115653798975
6007,0.09423280854391225
6010,0.1696566736436158
6014,0.16627191582349632
6028,0.08896802839050155
6037,0.08074636427337278
6044,0.11809202673038477
6052,0.0864672826481917
6054,0.1568540246404797
6055,0.13267910559372853
6059,0.20577390602115564
6075,0.7737347169400911
6076,0.08119903905390058
6078,0.097911432732538
6083,0.09617057237784143
6088,0.12636884467253862
6095,0.10576217800118815
6097,0.1080696195184242
6104,0.11431674475398035
6113,0.07619805337854535
6118,0.12912987492189298
6136,0.14274088136108698
6142,0.10459976353996492
6147,0.09995150510358963
6168,0.1152712642189091
6173,0.12719249489964457
6196,0.09970046606381877
6207,0.08139190931925
6215,0.0922277176070353
6234,0.08252977030655828
6235,0.11203825154172697
6237,0.6675574460607503
6239,0.17581064868211904
6242,0.11253021897102988
6249,0.147716167385592
6254,0.08131566784565458
6255,0.16326935461763403
6278,0.1064225298349738
6310,0.09491610001793549
6312,0.1017556281844535
6313,0.09625128220564916
6320,0.11089478964731747
6321,0.09238905488810234
6322,0.08760644831246356
6338,0.12179812523961275
6346,0.10510836498600329
6350,0.08338405722329778
6353,0.11728234832577011
6355,0.14740040175468994
6357,0.09060017270444776
6377,0.10216103203134586
6386,0.32592405837056915
6399,0.08351288880149643
6402,0.09247589704295245
6415,0.15214991249847298
6435,0.10351595572677752
6436,0.2514688939612313
6437,0.18382142807916702
6442,0.1246785195406851
6450,0.09334886045939494
6464,0.10392535970917915
6468,0.10678803960960093
6469,0.09766242317793261
6470,0.08577897090604569
6486,0.14879341478298125
6490,0.10437987421073591
6495,0.12226630080325629
6502,0.09710612613947667
6508,0.10413469508494932
6534,0.23761555541302837
6539,0.09160270616909671
6541,0.1259906801332008
6544,0.11798329785638995
6552,0.09000070221306111
6553,0.08655512603413018
6554,0.12950552463917064
6562,0.09153604634020229
6568,0.11239606768958676
6569,0.10748682749182348
6571,0.09085274073178629
6574,0.15228729247348638
6605,0.13126951446467539
6607,0.12392542147143693
6612,0.32305777556837645
6621,0.1251057229739838
6625,0.16652596758405558
6632,0.08962251460007997
6633,0.15604010864773432
6641,0.08734115071517468
6643,0.08555840188481134
6655,0.23909465007472797
6660,0.0969800208328887
6665,0.10279077475130838
6675,0.07218801198832447
6677,0.14682971956333335
6682,0.2579593059549048
6688,0.12242356602516324
6695,0.09876265455274214
6705,0.0889187456915197
6727,0.1111367101411106
6730,0.12874518075182406
6746,0.1258630120488078
6748,0.2053110048299841
6753,0.11872745191981071
6755,0.1921140218369981
6758,0.10801334023914821
6763,0.21475144135406932
6766,0.10367263386731995
6790,0.12215024928519258
6791,0.1695179202659285
6793,0.13695638854994885
6819,0.08720010772405562
6821,0.16250153165976244
6824,0.7364749543195651
6851,0.5832645545375089
6852,0.11251594552389355
6855,0.09481132770092537
6856,0.22562860716053046
6857,0.07280038067251582
6859,0.14657211776798706
6861,0.09533111474370948
6866,0.10229584762283883
6868,0.11326676355322929
6871,0.11125347812605657
6872,0.12208066949855578
6875,0.09484407214594903
6877,0.09652452837893599
6878,0.09292142894301325
6887,0.14049336803358004
6908,0.2225380471305941
6913,0.10034157926478626
6922,0.13454502271962843
6923,0.09709847061291532
6926,0.14181158663681803
6932,0.08537179524462446
6934,0.35100710740532637
6938,0.1126276490213326
6942,0.1074372925357322
6948,0.15498856611607603
6956,0.15523383659923395
6959,0.7125688295850994
6962,0.17662121234577544
6969,0.08743979861862006
6970,0.12744666236153424
6984,0.13274775548060658
7001,0.1114156740251836
7035,0.1253976216438989
7037,0.09934516567254303
7046,0.20179596952582457
7049,0.11921813364054101
7050,0.11008376859638913
7051,0.08899885287653908
7067,0.11057848352454569
7072,0.08163519915593331
7085,0.14680163830264115
7087,0.08084411924339874
7088,0.11736108296960357
7091,0.10166183353012481
7096,0.11970731183987204
7100,0.09901904158646724
7110,0.12356899202032667
7115,0.1302433863468161
7119,0.1464331579700261
7122,0.6213839579072078
7129,0.0931626207133015
7139,0.07900237903324381
7147,0.11473304653336436
7151,0.12429897207880569
7164,0.07022518404039846
7167,0.12422902194711427
7168,0.09945464555870676
7171,0.0971397011251014
7172,0.1005607894833791
7181,0.11279305126979211
7187,0.09766149953489967
7195,0.12530680515852088
7199,0.09736759299062991
7200,0.09551755674279194
7201,0.134738679219102
7202,0.15487018162968325
7209,0.18866876476553973
7219,0.07576483903167808
7221,0.2096476938671188
7230,0.08508176286135105
7242,0.09270239057820784
7250,0.08800029867297077
7253,0.11688851091998753
7255,0.09691497518439751
7264,0.11939636446234769
7277,0.11264830615395138
7279,0.12292008289020251
7286,0.17662550767585494
7292,0.08603905577496729
7294,0.08327915430075705
7295,0.11699957710804865
